year,country,ka_open,cblackmarketexchangerates,acreditmarketregulation,BankAssets_CBShare,FD,Portfolioequityassets,Currentaccountbalance,Capitalaccount,cbie_index,GDPconstant2015US
1995,New Zealand,1.0,10.0,9.8598599,96.68,0.52482,1233.4304,-3065.0614,0.0,0.504,102900000000.0
1996,New Zealand,1.0,10.0,9.8535917,96.4,0.5174071,4586.882,-3853.9755,0.68142017,0.504,106600000000.0
1997,New Zealand,1.0,10.0,9.8473236,96.68,0.5494943,4095.168,-4248.9366,5.5502588,0.504,108800000000.0
1998,New Zealand,1.0,10.0,9.8410554,96.84,0.6356364,4392.7653,-1979.539,-3.5686407,0.504,109800000000.0
1999,New Zealand,1.0,10.0,9.8347873,97.93,0.6437547,4355.3396,-3441.1858,-4.8801481,0.504,115700000000.0
2000,New Zealand,1.0,10.0,9.8285191,97.69,0.651838,6606.9618,-1738.0674,1.9355004,0.504,119000000000.0
2001,New Zealand,1.0,10.0,10.0,97.78,0.6025844,11677.212,-418.28719,1.642523,0.504,123100000000.0
2002,New Zealand,1.0,10.0,10.0,97.61,0.5417127,12851.338,-1395.9971,22.210063,0.504,128900000000.0
2003,New Zealand,1.0,10.0,10.0,97.78,0.5038277,17876.95,-2123.3091,-1.7066398,0.504,135000000000.0
2004,New Zealand,1.0,10.0,10.0,97.42,0.503643,22488.075,-4683.9535,4.4014811,0.504,140500000000.0
2005,New Zealand,1.0,10.0,10.0,97.61,0.4954953,25298.338,-8025.0952,-0.69461638,0.504,145200000000.0
2006,New Zealand,1.0,10.0,10.0,97.83,0.5454977,30079.811,-7880.4104,-0.66517843,0.504,149200000000.0
2007,New Zealand,1.0,10.0,10.0,98.26,0.5419243,36525.834,-9324.7568,0.76384489,0.504,153800000000.0
2008,New Zealand,1.0,10.0,10.0,98.17,0.5317841,19279.091,-10263.738,119.44392,0.499,151900000000.0
2009,New Zealand,1.0,10.0,10.0,98.22,0.5556349,29674.139,-3010.1962,522.88038,0.499,151800000000.0
2010,New Zealand,1.0,10.0,9.6119097,98.26,0.5671182,35093.895,-3429.382,5619.8544,0.499,154000000000.0
2011,New Zealand,1.0,10.0,9.705123066666667,98.56333333333333,0.5630451333333334,38186.323333333334,-4231.887966666667,3747.3927097666665,0.499,157833333333.33334
2012,New Zealand,1.0,10.0,9.798336433333333,98.86666666666667,0.5589720666666667,41278.75166666666,-5034.393933333334,1874.9310195333333,0.499,161666666666.66666
2013,New Zealand,1.0,10.0,9.8915498,99.17,0.554899,44371.18,-5836.8999,2.4693293,0.499,165500000000.0
2014,New Zealand,1.0,10.0,9.8996667,98.76,0.5620825,48082.586,-6223.9465,32.402619,0.499,171700000000.0
2015,New Zealand,1.0,10.0,10.0,99.15,0.5564946,47261.472,-4662.7244,227.8142,0.499,178100000000.0
2016,New Zealand,1.0,10.0,10.0,99.21,0.5897316,55054.003,-4016.1611,1481.1128,0.499,184800000000.0
2017,New Zealand,1.0,10.0,10.0,99.24,0.6004378,67097.942,-5802.6043,100.45791,0.499,191100000000.0
2018,New Zealand,1.0,10.0,9.6666667,98.7,0.5900833,63468.045,-8576.0018,-41.511792,0.4205,197700000000.0
2019,New Zealand,1.0,10.0,9.6666667,99.24,0.5989292,78673.895,-5944.9525,-24.184543,0.4205,202400000000.0
2020,New Zealand,1.0,10.0,8.5572307,89.81,0.6308994,93747.2,-2400.6152,-29.356206,0.4205,201600000000.0
2021,New Zealand,1.0,10.0,9.3418487,89.32,0.6173722,119292.2,-14803.988,-60.794239,0.4205,210700000000.0
1990,Peru,0.0,6.8,2.5532137,99.27,0.1596819,242.0,-1419.0,50.0,0.654,59590000000.0
1991,Peru,0.1629476,7.44,3.5442874,95.62,0.1323706,232.0,-1504.0,68.0,0.654,60910000000.0
1992,Peru,0.7008403,8.08,4.5353611,98.27,0.180481,246.0,-1886.0,93.0,0.8045,60590000000.0
1993,Peru,0.7606722,8.72,5.5264348,99.35,0.175152,283.40709,-2464.2926,193.50258,0.8045,63760000000.0
1994,Peru,0.8205042,9.36,6.5175085,96.01,0.1947734,313.021,-2701.2652,64.13035,0.8045,71610000000.0
1995,Peru,0.8803361,10.0,7.5085822,97.04,0.1830713,294.128,-4624.5399,93.46117,0.8045,76920000000.0
1996,Peru,0.6858783,10.0,7.8483442,97.97,0.1954167,415.70967,-3643.8791,90.109337,0.8045,79070000000.0
1997,Peru,1.0,10.0,8.1881062,98.51,0.2284787,581.80967,-3368.0437,154.58095,0.8045,84190000000.0
1998,Peru,1.0,10.0,8.5278682,98.78,0.2241711,867.0,-3335.9695,76.334,0.8045,83860000000.0
1999,Peru,1.0,10.0,8.8676301,99.02,0.2104166,1070.0,-1379.913,54.252,0.8045,85120000000.0
2000,Peru,1.0,10.0,9.2073921,99.2,0.2239404,1661.0,-1545.8285,16.979,0.8045,87410000000.0
2001,Peru,1.0,10.0,9.2047846,99.21,0.200979,1948.0,-1202.8113,20.954,0.8045,87950000000.0
2002,Peru,1.0,10.0,9.3627039,99.31,0.2159843,2293.3,-1110.3078,19.868,0.8045,92750000000.0
2003,Peru,1.0,10.0,9.3207397,99.51,0.228019,3896.0,-948.53133,68.405,0.8045,96610000000.0
2004,Peru,1.0,10.0,9.4257477,99.92,0.2090128,4346.074,19.28688,53.763,0.8045,101400000000.0
2005,Peru,1.0,10.0,8.8391447,100.0,0.2255345,5575.5841,1147.6102,106.488,0.8045,107800000000.0
2006,Peru,1.0,10.0,8.6666667,100.0,0.2534006,8380.1589,2872.489,32.771623,0.8045,115900000000.0
2007,Peru,1.0,10.0,8.6666667,100.0,0.2941856,10738.91,1460.3448,69.802598,0.8045,125800000000.0
2008,Peru,1.0,10.0,8.6666667,100.0,0.2711021,9006.0612,-5317.6326,68.442303,0.8045,137200000000.0
2009,Peru,1.0,10.0,8.479084,100.0,0.2873866,13173.924,-722.87031,43.664765,0.8045,138700000000.0
2010,Peru,1.0,10.0,9.3333333,100.0,0.2950862,15893.185,-3564.4335,26.306165,0.8045,150300000000.0
2011,Peru,1.0,10.0,8.6666667,100.0,0.2855443,17905.197,-3373.782,40.366685,0.8045,159800000000.0
2012,Peru,1.0,10.0,8.6666667,99.46,0.3005878,21824.43,-5373.336,27.393702,0.8045,169600000000.0
2013,Peru,1.0,10.0,9.0,99.15,0.3136843,22612.465,-9603.9771,16.888534,0.8045,179500000000.0
2014,Peru,1.0,10.0,8.9826667,98.81,0.3252448,26284.378,-8584.8696,22.784484,0.8045,183800000000.0
2015,Peru,1.0,10.0,9.321,98.7,0.3764525,26270.492,-8775.9364,5.882074,0.8045,189800000000.0
2016,Peru,1.0,10.0,8.6269675,98.78,0.3722751,28618.018,-4213.1794,14.067413,0.8045,197300000000.0
2017,Peru,1.0,10.0,8.519802,99.18,0.3893867,34904.461,-1732.7926,17.99357,0.8045,202300000000.0
2018,Peru,1.0,10.0,8.519802,99.26,0.3848763,35583.46,-2647.3798,6.0459611,0.8045,210300000000.0
2019,Peru,1.0,10.0,8.7613829,99.34,0.394091,39482.676,-1282.0399,5.0780474,0.8045,215000000000.0
2020,Peru,1.0,10.0,7.4641393,99.17,0.38404,40314.309,2235.0889,3.7319792,0.8045,191500000000.0
2021,Peru,1.0,10.0,8.5868058,99.1,0.3743939,30306.042,-5063.8359,3.4992625,0.8045,217100000000.0
1980,Philippines,0.1629476,9.4,6.5955956,91.54,0.2665564,73.75,-1904.0,0.0,0.6225,89720000000.0
1981,Philippines,0.1629476,9.24,6.376977,89.12,0.2861386,75.0,-2061.0,0.0,0.6225,92800000000.0
1982,Philippines,0.1629476,9.08,6.1583584,86.51,0.2794233,85.0,-3200.0,0.0,0.6225,96230000000.0
1983,Philippines,0.1629476,8.92,5.9397397,84.84,0.2985507,118.75,-2771.0,0.0,0.6225,98050000000.0
1984,Philippines,0.1629476,8.76,5.7211211,82.81,0.2755409,81.25,-1294.0,0.0,0.6225,91150000000.0
1985,Philippines,0.4172374,8.6,5.5025025,80.37,0.2865621,105.0,-36.0,0.0,0.6225,84900000000.0
1986,Philippines,0.1629476,8.6,6.0330154,67.48,0.2904579,121.25,952.0,0.0,0.6165,87880000000.0
1987,Philippines,0.1629476,8.6,6.5635283,74.55,0.3211099,151.25,-444.0,0.0,0.6165,91710000000.0
1988,Philippines,0.1629476,8.6,7.0940412,79.73,0.3146204,207.5,-390.0,0.0,0.6165,97850000000.0
1989,Philippines,0.1629476,8.6,7.624554,83.08,0.2762108,250.0,-1456.0,0.0,0.6165,103900000000.0
1990,Philippines,0.1629476,8.6,8.1550669,85.85,0.2972669,218.75,-2695.0,0.0,0.6165,107100000000.0
1991,Philippines,0.1629476,8.88,8.3614494,88.57,0.2866131,270.0,-1034.0,0.0,0.6165,106600000000.0
1992,Philippines,0.4465505,9.16,8.5678319,82.26,0.2921,290.0,-1000.0,0.0,0.6165,107100000000.0
1993,Philippines,0.4465505,9.44,8.7742144,63.31,0.3133591,401.25,-3016.0,0.0,0.639,109400000000.0
1994,Philippines,0.4465505,9.72,8.9805969,73.6,0.3246354,430.0,-2950.0,0.0,0.639,114200000000.0
1995,Philippines,0.7008403,10.0,9.1869794,79.88,0.3392276,563.75,-1980.0,0.0,0.639,119500000000.0
1996,Philippines,0.4465505,10.0,9.156081,84.55,0.3543387,608.75,-3953.0,0.0,0.639,126500000000.0
1997,Philippines,0.4465505,10.0,9.1251825,88.16,0.4060492,762.5,-4351.0,0.0,0.639,133100000000.0
1998,Philippines,0.4465505,10.0,9.094284,89.15,0.3576487,1115.3925,1546.0,0.0,0.639,132400000000.0
1999,Philippines,0.4465505,10.0,9.0633856,86.53,0.3882773,1457.6196,-2875.0,164.0,0.639,136800000000.0
2000,Philippines,0.4465505,10.0,9.0324871,89.93,0.3476936,1276.1904,-2228.0,122.0,0.639,142800000000.0
2001,Philippines,0.4465505,10.0,9.0324871,92.2,0.3074619,1027.4579,-1750.0,77.0,0.639,147200000000.0
2002,Philippines,0.4465505,10.0,9.0324871,90.62,0.2986223,823.88986,-282.0,48.0,0.639,152600000000.0
2003,Philippines,0.4465505,10.0,9.0199,91.13,0.3099356,1141.5163,285.0,68.0,0.639,160400000000.0
2004,Philippines,0.4465505,10.0,9.0734836,93.92,0.3066199,1313.092,1625.0,31.0,0.639,170900000000.0
2005,Philippines,0.4465505,10.0,9.1553717,95.18,0.3036394,1369.8515,1990.3929,79.2735,0.639,179400000000.0
2006,Philippines,0.4465505,10.0,9.2542292,90.19,0.3032716,1633.0305,6962.8577,103.1068,0.639,188900000000.0
2007,Philippines,0.4465505,10.0,9.2429421,87.23,0.328578,1884.3161,8071.9446,36.442,0.639,201200000000.0
2008,Philippines,0.4465505,10.0,9.2569593,90.71,0.3092675,976.0593,144.02097,110.0655,0.639,210000000000.0
2009,Philippines,0.4465505,10.0,9.1170545,92.78,0.3109337,1256.4483,8448.167,89.884,0.639,213000000000.0
2010,Philippines,0.1629476,10.0,9.1435247,93.74,0.3164472,1390.7338,7179.161,88.493,0.639,228600000000.0
2011,Philippines,0.1629476,10.0,9.2023761,93.91,0.3247612,1277.9721,5642.7277,159.8805,0.639,237400000000.0
2012,Philippines,0.1629476,10.0,9.1830626,94.82,0.3417524,1470.8911,6949.4807,94.817,0.639,253800000000.0
2013,Philippines,0.1629476,10.0,9.3206679,95.14,0.350189,1843.7827,11383.509,133.79814,0.639,271000000000.0
2014,Philippines,0.4465505,10.0,9.3333333,95.7,0.3516594,2119.0025,10755.932,107.88471,0.639,288200000000.0
2015,Philippines,0.4465505,10.0,9.332,95.99,0.3550707,2542.7862,7265.678,84.274409,0.639,306400000000.0
2016,Philippines,0.4465505,10.0,9.3320725,95.72,0.3508734,2706.8965,-1198.8744,62.087408,0.639,328400000000.0
2017,Philippines,0.4465505,10.0,9.2259538,96.27,0.363672,4104.9083,-2142.9687,69.242704,0.639,351100000000.0
2018,Philippines,0.4465505,10.0,9.0781155,96.71,0.3529465,3721.8198,-8877.0474,64.86189,0.639,373400000000.0
2019,Philippines,0.4465505,10.0,9.145259,96.9,0.3557387,5385.6397,-3046.8352,126.95166,0.639,396200000000.0
2020,Philippines,0.4465505,10.0,8.570136,89.08,0.3778756,7353.5266,11578.388,63.222187,0.639,358500000000.0
2021,Philippines,0.4465505,10.0,8.570136,89.44,0.3791388,10487.32,-5942.7493,79.869693,0.639,379000000000.0
1997,Poland,0.1629476,10.0,5.4103523,90.46,0.3681766,2.0,-5744.0,66.0,0.7935,245400000000.0
1998,Poland,0.1629476,10.0,6.1451837,91.64,0.3316672,9.0,-6901.0,63.0,0.7935,256800000000.0
1999,Poland,0.1629476,10.0,6.8800151,92.62,0.3199297,28.0,-12487.0,55.0,0.803,268700000000.0
2000,Poland,0.1629476,10.0,7.6148465,93.88,0.3872128,47.0,-10343.0,34.0,0.803,281000000000.0
2001,Poland,0.1629476,10.0,8.8457296,94.47,0.3358739,108.0,-5946.0,76.0,0.803,284500000000.0
2002,Poland,0.4465505,10.0,8.4528515,98.49,0.2756679,189.0,-5544.0,-7.0,0.803,290300000000.0
2003,Poland,0.4465505,10.0,8.3014378,99.91,0.3061659,229.0,-5473.0,-46.0,0.8145,300500000000.0
2004,Poland,0.4465505,10.0,8.1403159,99.94,0.3519499,744.0,-15297.0,1851.0,0.8145,315400000000.0
2005,Poland,0.4465505,10.0,8.5756035,99.94,0.3735222,1681.0,-10146.0,2292.0,0.8145,326500000000.0
2006,Poland,0.4465505,10.0,8.7281858,99.98,0.4070461,5214.0,-16081.0,3269.0,0.8145,346500000000.0
2007,Poland,0.4465505,10.0,9.0183456,99.99,0.4443886,12038.0,-28722.0,4744.0,0.8145,371000000000.0
2008,Poland,0.4465505,10.0,8.6662314,99.99,0.4701726,4225.0,-36135.0,4943.0,0.848,386600000000.0
2009,Poland,0.4465505,10.0,8.1328453,100.0,0.4425755,8759.0,-17394.0,5872.0,0.848,397500000000.0
2010,Poland,0.4465505,10.0,7.9484335,100.0,0.4477906,10959.0,-24627.0,8069.0,0.848,409200000000.0
2011,Poland,0.4465505,10.0,8.5434672,100.0,0.4779758,7188.0,-26775.0,9174.0,0.848,429800000000.0
2012,Poland,0.4465505,10.0,8.6554082,100.0,0.4573664,9305.0,-20344.0,12362.0,0.848,436400000000.0
2013,Poland,0.4465505,10.0,8.1031567,100.0,0.4626607,11456.0,-10095.0,9081.0,0.848,440200000000.0
2014,Poland,0.4465505,10.0,8.7283333,100.0,0.4512413,12589.0,-15923.0,9787.0,0.848,457100000000.0
2015,Poland,0.7008403,10.0,8.8433333,100.0,0.4551933,22899.0,-6170.0,12382.0,0.848,477100000000.0
2016,Poland,0.7008403,10.0,7.8291548,100.0,0.4528261,16975.0,-4808.0,4530.0,0.848,491200000000.0
2017,Poland,0.7008403,10.0,7.830125,100.0,0.4709943,22565.0,-6016.0,6056.0,0.848,516500000000.0
2018,Poland,0.7008403,10.0,7.830125,100.0,0.4433555,21033.0,-11352.0,9323.0,0.848,547200000000.0
2019,Poland,0.7008403,10.0,8.2115382,100.0,0.4334742,22727.0,-1445.0,9911.0,0.848,571500000000.0
2020,Poland,0.7008403,10.0,7.1727998,96.67,0.4537897,17115.0,14764.0,10655.0,0.848,560000000000.0
2021,Poland,0.7008403,10.0,8.0184327,95.2,0.4308628,22174.0,-8515.0,5102.0,0.848,598800000000.0
1980,Portugal,0.1629476,9.6,4.4221183,84.66,0.4328237,421.23908,-1064.0488,0.0,0.4885,105600000000.0
1981,Portugal,0.1629476,9.6,4.7712017,82.78,0.4340732,388.20072,-4685.7502,0.0,0.4885,107400000000.0
1982,Portugal,0.1629476,9.6,5.120285,81.0,0.4520689,411.32758,-3258.2581,0.0,0.4885,109600000000.0
1983,Portugal,0.1629476,9.6,5.4693683,80.22,0.4726786,470.79662,-1632.3201,0.0,0.4885,109500000000.0
1984,Portugal,0.1629476,9.6,5.8184517,77.97,0.4783906,432.80251,-623.1922,0.0,0.4885,107400000000.0
1985,Portugal,0.1629476,9.6,6.167535,75.53,0.4356858,530.26567,379.98244,0.0,0.4885,110400000000.0
1986,Portugal,0.1629476,9.56,6.0866356,75.63,0.4343559,612.86157,1165.538,0.0,0.4885,115000000000.0
1987,Portugal,0.1629476,9.52,6.0057363,78.65,0.4746525,604.60198,435.17906,0.0,0.4885,122300000000.0
1988,Portugal,0.4172374,9.48,5.924837,82.65,0.4565921,662.41911,-1065.7862,0.0,0.4885,131500000000.0
1989,Portugal,0.4172374,9.44,5.8439376,84.0,0.4600832,762.80237,152.9478,0.0,0.4885,139900000000.0
1990,Portugal,0.4172374,9.4,5.7630383,87.1,0.4599172,620.67428,-181.40058,0.0,0.5075,145500000000.0
1991,Portugal,0.4172374,9.52,5.9407554,96.75,0.4513001,725.69767,-716.35568,0.0,0.5075,151800000000.0
1992,Portugal,0.4172374,9.64,6.1184725,96.73,0.4367402,688.77101,-184.23732,0.0,0.5075,153500000000.0
1993,Portugal,0.7606722,9.76,6.2961895,97.17,0.4593127,1079.1425,232.90241,0.0,0.5075,150400000000.0
1994,Portugal,0.8205042,9.88,6.4739066,97.57,0.5626579,1477.185,-2195.7574,0.0,0.5075,151800000000.0
1995,Portugal,0.8803361,10.0,6.6516237,98.04,0.5369656,2843.6027,-131.80296,0.0,0.647,158300000000.0
1996,Portugal,0.9401681,10.0,6.8973446,98.34,0.5440124,4726.7375,-4905.8337,2211.1698,0.647,163900000000.0
1997,Portugal,1.0,10.0,7.1430656,98.65,0.6254649,4765.3849,-6631.6594,2791.1766,0.647,171100000000.0
1998,Portugal,1.0,10.0,7.3887865,99.38,0.7003788,6007.785,-8379.2586,2540.102,0.8955,179300000000.0
1999,Portugal,1.0,10.0,7.4726447,99.55,0.6832161666666666,6803.3175,-9815.730066666667,2315.0142333333333,0.8955,185266666666.66666
2000,Portugal,1.0,10.0,7.5565029,99.72,0.6660535333333334,7598.849999999999,-11252.201533333333,2089.926466666667,0.8955,191233333333.33334
2001,Portugal,1.0,10.0,7.6403611,99.89,0.6488909,8394.3825,-12688.673,1864.8387,0.8955,197200000000.0
2002,Portugal,1.0,10.0,8.8807363,99.89,0.6456216,9495.9785,-11211.701,2576.0232,0.8955,198700000000.0
2003,Portugal,1.0,10.0,8.833106,99.89,0.6471766,12451.917,-11015.502,3641.0658,0.8955,196800000000.0
2004,Portugal,1.0,10.0,8.6714759,99.93,0.6746179,18377.453,-15119.121,3294.8091,0.8955,200300000000.0
2005,Portugal,1.0,10.0,6.9942772,99.94,0.6965876,26900.699,-18936.787,2782.3385,0.8955,201900000000.0
2006,Portugal,1.0,10.0,7.2980398,99.94,0.7342001,38887.059,-21356.232,2481.8549,0.8955,205200000000.0
2007,Portugal,1.0,10.0,7.6913697,99.95,0.8057184,50953.797,-23226.935,2736.0133,0.8955,210300000000.0
2008,Portugal,1.0,10.0,7.3577897,99.96,0.741235,32395.993,-31230.592,3084.5296,0.8955,211000000000.0
2009,Portugal,1.0,10.0,5.0902342,99.96,0.7054197,38462.579,-25121.218,2841.7966,0.8955,204400000000.0
2010,Portugal,1.0,10.0,6.1949142,99.6,0.7226149,36391.407,-24406.545,3313.7037,0.8955,208000000000.0
2011,Portugal,1.0,10.0,7.9897765,99.49,0.6709377,27733.453,-14719.313,3646.8351,0.8955,204400000000.0
2012,Portugal,1.0,10.0,7.2950823,99.49,0.6457082,28418.557,-3561.7284,4503.722,0.8955,196200000000.0
2013,Portugal,1.0,10.0,7.9838817,99.51,0.6835856,33579.706,3720.8821,3753.0461,0.8955,194300000000.0
2014,Portugal,1.0,10.0,7.0266667,99.57,0.7426357,33149.786,340.85558,3035.8432,0.8955,195900000000.0
2015,Portugal,1.0,10.0,7.0616667,95.75,0.6914627,33752.966,470.64236,2484.5804,0.8955,199400000000.0
2016,Portugal,1.0,10.0,7.0702256,91.68,0.7225305,31703.112,2413.091,1884.0053,0.8955,203400000000.0
2017,Portugal,1.0,10.0,7.0702256,90.12,0.705721,40369.637,3037.3264,1904.6629,0.8955,210600000000.0
2018,Portugal,1.0,10.0,7.0702256,88.51,0.6889349,37102.58,1321.8213,2385.68,0.8955,216600000000.0
2019,Portugal,1.0,10.0,8.0,86.79,0.6631905,43890.115,1012.7897,2126.3527,0.8955,222400000000.0
2020,Portugal,1.0,10.0,6.9009475,82.03,0.652551,52215.559,-2291.9654,2249.4984,0.8955,203900000000.0
2021,Portugal,1.0,10.0,7.488269,76.95,0.6539255,61996.259,-2986.9076,4370.2966,0.8955,215600000000.0
2001,Russia,0.0,10.0,5.6036433,81.66,0.4766077,368.29411,32053.82,-8863.69,0.5525,820200000000.0
2002,Russia,0.4172374,10.0,8.0,83.35,0.4727701,216.68568,27472.95,-11880.53,0.5595,858800000000.0
2003,Russia,0.4172374,10.0,7.6666667,88.53,0.5009883,340.87407,33128.11,-373.06,0.5595,921500000000.0
2004,Russia,0.4172374,10.0,8.3333333,92.22,0.4698399,414.05018,58559.84,-1002.49,0.5595,987800000000.0
2005,Russia,0.4172374,10.0,8.0,95.89,0.4995854,1236.584,84388.75,-12387.42,0.5595,1051000000000.0
2006,Russia,0.4172374,10.0,8.3333333,97.41,0.5370175,1336.857,92315.57,290.66,0.5595,1137000000000.0
2007,Russia,0.4172374,10.0,8.0,97.48,0.5566879,5010.1287,72193.02,-10640.74,0.5595,1234000000000.0
2008,Russia,0.4172374,10.0,7.3333333,98.1,0.5422637,2919.1297,103935.4,-103.79,0.5595,1298000000000.0
2009,Russia,0.4770693,10.0,7.7143271,98.16,0.5755569,4725.4354,50383.64,-12466.21,0.5595,1197000000000.0
2010,Russia,0.5369012,10.0,7.7712483,98.44,0.5222679,6201.4066,67452.2,-41.06,0.5595,1251000000000.0
2011,Russia,0.5967332,10.0,7.3333333,98.82,0.5656604,6308.4121,97273.94,129.69,0.5595,1304000000000.0
2012,Russia,0.6565651,10.0,8.3333333,98.89,0.5093808,7966.2629,71282.19,-5217.68,0.5595,1357000000000.0
2013,Russia,0.716397,10.0,8.1669893,99.07,0.4907786,8571.3007,33428.2,-394.93,0.5655,1381000000000.0
2014,Russia,0.716397,10.0,8.1606667,99.23,0.4839431,9811.4618,57512.76,-42005.08,0.5655,1391000000000.0
2015,Russia,0.716397,10.0,7.834,99.0,0.4628186,8773.3194,67777.18,-309.14,0.5655,1363000000000.0
2016,Russia,0.6565651,10.0,7.9071042,99.4,0.508738,9445.6039,24468.81,-764.13,0.5655,1366000000000.0
2017,Russia,0.5967332,10.0,8.2241466,99.59,0.4695247,11704.425,32178.63,-192.26,0.5655,1391000000000.0
2018,Russia,0.5369012,10.0,8.0,99.7,0.4742528,11571.687,115679.87,-1103.56,0.5655,1430000000000.0
2019,Russia,0.4770693,10.0,8.3333333,99.5,0.4790313,14869.267,65627.25,-264.45,0.5655,1462000000000.0
2020,Russia,0.4172374,10.0,7.8412967,99.6,0.5325009,23041.938,35372.69,-93.72,0.5655,1423000000000.0
2021,Russia,0.1629476,10.0,7.3333333,99.71,0.5298627,39188.719,122113.79,124.74,0.5655,1503000000000.0
1996,Slovakia,0.1629476,10.0,5.8884897,92.41,0.1917119,170.84182,-2090.4183,30.303367,0.632,43120000000.0
1997,Slovakia,0.1629476,10.0,6.3409547,98.86,0.2080977,70.927491,-1961.2675,0.0,0.632,45670000000.0
1998,Slovakia,0.1629476,10.0,6.7934198,98.17,0.2287101,35.02831,-2126.447,71.297673,0.632,47530000000.0
1999,Slovakia,0.1629476,10.0,7.2458848,99.58,0.2181857,28.273317,-1155.0879,157.91932,0.632,47480000000.0
2000,Slovakia,0.1629476,10.0,7.6983498,99.94,0.2166239,14.623647,-694.25836,91.81576,0.632,48040000000.0
2001,Slovakia,0.1629476,10.0,7.8584877,99.95,0.1995945,19.066581,-1742.4354,77.739883,0.7725,49600000000.0
2002,Slovakia,0.1629476,10.0,8.6711286,99.96,0.2260643,41.694975,-1954.9631,110.36413,0.7725,51840000000.0
2003,Slovakia,0.4465505,10.0,9.4641578,97.24,0.2308434,447.24878,-281.93847,103.06213,0.7725,54690000000.0
2004,Slovakia,0.4465505,10.0,9.5318049,98.92,0.2379159,708.81096,-4359.156,182.34945,0.7725,57580000000.0
2005,Slovakia,0.5063824,10.0,9.6219264,99.96,0.2347622,513.76407,-5125.1487,-12.600946,0.7725,61390000000.0
2006,Slovakia,0.5662144,10.0,9.5386513,99.96,0.2463342,1008.5375,-5452.4921,-33.857157,0.7725,66600000000.0
2007,Slovakia,0.6260463,10.0,9.7667993,99.96,0.2612104,1462.9376,-4632.9722,639.8343,0.7725,73820000000.0
2008,Slovakia,0.6858783,10.0,9.7095378,99.96,0.2577423,797.47476,-6270.3981,1136.7433,0.7725,77930000000.0
2009,Slovakia,0.7457102,10.0,8.6552925,99.97,0.2662175,1140.523,-3020.7355,656.13872,0.8955,73680000000.0
2010,Slovakia,0.7457102,10.0,8.8778637,99.87,0.2790587,1398.8678,-4209.6592,1391.7322,0.8955,78630000000.0
2011,Slovakia,0.7457102,10.0,8.8667168,99.87,0.2786136,1255.7299,-4909.2477,1243.1106,0.8955,80730000000.0
2012,Slovakia,0.7457102,10.0,8.9723403,99.53,0.275144,2413.0507,889.40817,1813.7,0.8955,81800000000.0
2013,Slovakia,0.7457102,10.0,9.1846864,99.84,0.2887161,3448.8533,1797.1932,1422.2026,0.8955,82310000000.0
2014,Slovakia,0.7457102,10.0,9.1906667,99.97,0.2871381,4014.5431,1198.8424,937.44219,0.8955,84530000000.0
2015,Slovakia,0.7457102,10.0,9.256,92.8,0.2894988,4651.5796,-1849.2895,2854.123,0.8955,88900000000.0
2016,Slovakia,0.7457102,10.0,9.5913546,89.43,0.2942687,5798.6041,-2432.4877,1542.8382,0.8955,90630000000.0
2017,Slovakia,0.7457102,10.0,9.8835125,87.61,0.2922815,8640.8366,-1853.4728,112.89849,0.8955,93290000000.0
2018,Slovakia,0.7457102,10.0,9.8835125,87.82,0.2879388,8372.1255,-2292.9767,990.22751,0.8955,97050000000.0
2019,Slovakia,0.7457102,10.0,9.7880598,87.62,0.2871873,10304.836,-3531.9604,747.22086,0.8955,99490000000.0
2020,Slovakia,0.6858783,10.0,8.5479073,82.2,0.2858471,13119.294,671.91436,804.78321,0.8955,96180000000.0
2021,Slovakia,0.6260463,10.0,8.6968882,80.28,0.2803732,16949.699,-4654.5081,1377.9357,0.8955,100800000000.0
1996,Slovenia,0.1629476,10.0,7.756251,98.55,0.3705065,15.8,55.3,-1.7,0.5575,27260000000.0
1997,Slovenia,0.4172374,10.0,7.8653933,98.71,0.4155441,15.5,50.5,0.5,0.5575,28640000000.0
1998,Slovenia,0.4172374,10.0,7.9745357,98.93,0.4268359,16.7,-118.2,-1.1,0.5575,29580000000.0
1999,Slovenia,0.4172374,10.0,8.083678,99.06,0.4397366,32.4,-697.1,-0.7,0.5575,31160000000.0
2000,Slovenia,0.7008403,10.0,8.1928204,99.14,0.4112408,36.8,-547.5,2.7,0.5575,32300000000.0
2001,Slovenia,0.7008403,10.0,8.1976657,99.59,0.4739706,25.6,31.3,-4.0,0.5575,33340000000.0
2002,Slovenia,0.7008403,10.0,9.0084544,99.66,0.4571703,42.0,243.8,-161.1,0.838,34510000000.0
2003,Slovenia,0.7606722,10.0,9.1653368,99.14,0.4306678,235.0,-215.7,-197.1,0.838,35530000000.0
2004,Slovenia,0.8205042,10.0,9.1785234,99.3,0.5102084,642.1,-892.5,-125.8,0.838,37080000000.0
2005,Slovenia,0.8803361,10.0,9.1516911,99.6,0.5040323,1465.5263,-680.5,-137.2,0.838,38490000000.0
2006,Slovenia,0.9401681,10.0,9.2500953,99.69,0.5121029,2974.3229,-695.26759,-170.69823,0.838,40700000000.0
2007,Slovenia,1.0,10.0,9.3333333,99.75,0.5490855,5391.1621,-2014.6195,-71.98063,0.8955,43540000000.0
2008,Slovenia,0.9401681,10.0,9.3109839,99.78,0.5050301,2386.7655,-2946.4574,-39.345556,0.8955,45070000000.0
