year,country,rpp_value,cgdp_value,cr_value,spr_value,rpp_value_trend,rpp_value_cycle,rpp_value_cycle_normalized,cgdp_value_trend,cgdp_value_cycle,cgdp_value_cycle_normalized,cr_value_trend,cr_value_cycle,cr_value_cycle_normalized,spr_value_trend,spr_value_cycle,spr_value_cycle_normalized,pca_weighted_mean,turning_point,value
1970,Netherlands,33.0844,78.2,10.2193,44.777804,29.300171049109764,3.7842289508902383,1.0,85.82943106188745,-7.629431061887445,1.0,-0.41379624762809186,10.633096247628092,1.0,20.54409443370644,24.233709566293562,1.0,1.0,,0.0
1971,Netherlands,33.7705,79.0,10.822034,40.459468,30.864037058169167,2.9064629418308314,0.7680462729790932,91.09702099464835,-12.097020994648346,1.5855731438584708,2.016459382870412,8.805574617129588,0.82812892990542,22.974996264336546,17.484471735663455,0.7214938219769061,0.9850859265824792,trough,0.9850859265824792
1972,Netherlands,35.8457,82.4,11.825846,52.301204,32.42791252780094,3.417787472199059,0.9031661446897989,96.3645918538316,-13.964591853831593,1.8303582194472168,4.446741596109535,7.379104403890465,0.6939751349976269,25.40595867924057,26.89524532075943,1.109827830823217,1.133040605965083,,0.0
1973,Netherlands,39.2056,92.3,13.999665,36.873033,33.99181418473482,5.213785815265176,1.377767012230757,101.63209432330702,-9.332094323307018,1.223170410428789,6.87709898876644,7.12256601123356,0.6698487294161735,27.83708597387175,9.035947026128248,0.3728668531497242,1.2821261405381494,,0.0
1974,Netherlands,42.5834,98.0,15.387435,29.137548,35.55576730016921,7.027632699830789,1.8570844394014643,106.89944417546482,-8.899444175464822,1.1664623617771033,9.3075986052793,6.079836394720701,0.5717841965435909,30.268549681796653,-1.1310016817966542,-0.04667059653837536,1.5757632237002295,,0.0
1975,Netherlands,45.1529,99.9,15.664285,31.557279,37.11981017976704,8.03308982023296,2.12278113308741,112.16653385245944,-12.266533852459432,1.6077914267731537,11.738325296501314,3.9259597034986857,0.369220743616841,32.70054392644939,-1.1432649264493904,-0.0471766372920284,1.8540276830071811,,0.0
1976,Netherlands,55.5064,105.7,17.446656,25.96811,38.683998698273015,16.822401301726984,4.445397337222295,117.43323354783476,-11.733233547834757,1.5378910239385626,14.169379112876667,3.2772768871233335,0.3082147298209955,35.13326000375987,-9.165150003759873,-0.37819839256089766,3.3719016685077183,,0.0
1977,Netherlands,68.9423,117.3,19.852959,23.886639,40.24840881315634,28.693891186843665,7.582493437690507,122.69938278880004,-5.39938278880004,0.7077045123026888,16.6008699197488,3.2520890802511992,0.30584591773789666,37.56688635149567,-13.68024735149567,-0.5645131346512213,5.237425032400997,peak,5.237425032400997
1978,Netherlands,66.8118,132.5,23.265727,24.417661,41.813158537889464,24.99864146211054,6.606006609676622,127.9647917694806,4.535208230519402,-0.5944359669458023,19.03291577565336,4.232811224346637,0.39807889684915093,40.00158849454933,-15.583927494549332,-0.6430681795503924,4.254276528804847,,0.0
1979,Netherlands,60.0249,144.5,25.824588,21.16744,43.37843762067282,16.646462379327183,4.398904663369036,133.22925718554478,11.270742814455218,-1.4772717287869366,21.4656428693487,4.3589451306513,0.40994128418837955,42.437497757195025,-21.270057757195026,-0.8777054003642657,2.556485234647034,,0.0
